FileName,LeafDescription,Height,Width,AvgRed,AvgGreen,AvgBlue,MaxHorizontalPixel,MaxVerticalPixel,ratioHVP,widthd1,widthd2,widthd3,widthd4,widthd5,widthd6,widthd7,widthd8,widthd9,widthd10,widthd11,widthd12,widthd13,widthd14,widthd15,widthd16,widthd17,widthd18,widthd19
s1.jpg,Same Plant 1 Leaf 1,1044,1782,49,73,45,1605,906,1.771523178807947,218,147,112,94,55,22,36,10,-1,-10,-25,-40,-30,-15,-40,-92,-109,-129,-201
s2.jpg,Same Plant 1 Leaf 2,1014,1722,60,86,51,1472,926,1.5896328293736501,135,98,72,70,59,37,28,27,13,-1,-11,-24,-22,-35,-59,-79,-112,-133,-212
s3.jpg,Same Plant 1 Leaf 3,1056,1716,61,84,51,1426,890,1.602247191011236,171,111,94,77,44,47,50,36,2,-15,-3,-30,-35,-39,-48,-52,-89,-134,-223
f1m.jpg,Leaf 1,2448,3264,56,88,47,3024,1265,2.390513833992095,239,219,176,137,121,89,71,64,29,29,0,-30,-68,-87,-117,-155,-256,-298,-178
f2m.jpg,Leaf 2,2448,3264,43,76,46,2442,1320,1.85,202,243,125,46,17,44,-34,-64,-39,-90,-141,-87,-81,-113,-94,-104,-90,-96,-115
spl1m.jpg,Same PLant 2 Leaf 1,2448,3264,32,58,51,2147,2324,0.9238382099827883,470,168,122,94,31,-45,-5,-61,-131,-157,-181,-172,-95,-228,-250,-220,-225,-262,-156
spl2m.jpg,Same PLant 2 Leaf 2,2448,3264,36,62,53,2575,2133,1.207219878105954,63,235,50,31,231,-17,214,-9,-130,-58,-129,-108,-177,-142,-215,-311,-288,-295,-150
spl3m.jpg,Same PLant 2 Leaf3,2448,3264,33,64,54,2492,2289,1.0886850152905199,245,146,79,-4,66,-45,-82,-22,-164,17,-183,-56,-178,-185,-195,-317,-264,-325,-132
